time_hr,x_ft,p_analytic_psi,p_numeric_psi
1.0,49.199999999999996,4104.954590761648,4123.862369874483
1.0,50.4,4113.4012027557665,4132.254186825761
1.0,51.599999999999994,4121.656288352614,4140.4382932585
1.0,52.79999999999999,4129.719785767444,4148.416736685887
1.0,53.99999999999999,4137.591841415271,4156.191364032873
1.0,55.19999999999999,4145.272804787036,4163.763856374099
1.0,56.39999999999999,4152.763223009273,4171.135766153401
1.0,57.6,4160.063835109532,4178.308555197376
1.0,58.79999999999999,4167.175566010247,4185.283632166646
1.0,60.0,4174.099520274039,4192.062388382304
1.0,61.19999999999999,4180.8369756236525,4198.646231222516
1.0,62.4,4187.389376259901,4205.036614506746
1.0,63.59999999999999,4193.758326000958,4211.235065475156
1.0,64.8,4199.94558126635,4217.243208130681
1.0,65.99999999999999,4205.953043928829,4223.062782843902
1.0,67.19999999999999,4211.782754057084,4228.695662229011
1.0,68.39999999999999,4217.4368825719575,4234.1438633853595
1.0,69.6,4222.917723838454,4239.409556666362
1.0,70.79999999999998,4228.227688215358,4244.495071187972
1.0,71.99999999999999,4233.369294583791,4249.402897325173
1.0,73.19999999999999,4238.345162875406,4254.135686469046
1.0,74.39999999999999,4243.15800662033,4258.6962483307925
1.0,75.59999999999998,4247.810625534209,4263.087546084586
1.0,76.8,4252.305898163,4267.312689639625
1.0,78.0,4256.646774603335,4271.374927324893
1.0,79.19999999999999,4260.836269315457,4275.277636258874
1.0,80.39999999999999,4264.877454044852,4279.024311662039
1.0,81.6,4268.773450867802,4282.6185553531
1.0,82.8,4272.527425375135,4286.06406365167
1.0,83.99999999999999,4276.142580007528,4289.364614890605
1.0,85.19999999999999,4279.622147554731,4292.524056721596
1.0,86.39999999999999,4282.969384830112,4295.546293377833
1.0,87.6,4286.187566530927,4298.435273038187
1.0,88.79999999999998,4289.279979293747,4301.19497541868
1.0,89.99999999999999,4292.249915953474,4303.829399699075
1.0,91.19999999999999,4295.100670013422,4306.342552875615
1.0,92.39999999999999,4297.835530332932,4308.738438615092
1.0,93.59999999999998,4300.457776038071,4311.021046670942
1.0,94.79999999999998,4302.970671660018,4313.194342908619
1.0,95.99999999999999,4305.377462504795,4315.262259975357
1.0,97.19999999999999,4307.681370257169,4317.228688638541
1.0,98.39999999999999,4309.885588820596,4319.097469807088
1.0,99.59999999999998,4311.993280394341,4320.872387241643
